emotion_label,clean_content,clean_withSW_SL,clean_noSW_SL,clean_noSW_noSL
4,while driving u come across aggressive driving behaviour by another driver u should chase the car 2 tell the driver how to drive,while driving u come across aggressive driving behaviour by another driver u should chase the car  tell the driver how to drive,driving come across aggressive driving behaviour another driver chase car tell driver drive,drive come across aggress drive behaviour anoth driver chase car tell driver drive
4,buffett lambastes bankers insurers for greed stupidity,buffett lambastes bankers insurers for greed stupidity,buffett lambastes bankers insurers greed stupidity,buffett lambast banker insur greed stupid
4,why is the font so huge small fonts rock socks,why is the font so huge small fonts rock socks,font huge small fonts rock socks,font huge small font rock sock
4,i knew there was a reason i hated cars 1 too slow 2 too big 3 i get car sick 4 motorbikes are much much much more fun,i knew there was a reason i hated cars  too slow  too big  i get car sick  motorbikes are much much much more fun,knew reason hated cars slow big get car sick motorbikes much much much fun,knew reason hate car slow big get car sick motorbik much much much fun
4,cry baby janes joplin what is this munsay music but i dont know wich shit day i am today,cry baby janes joplin what is this munsay music but i dont know wich shit day i am today,cry baby janes joplin munsay music dont know wich shit day today,cri babi jane joplin munsay music dont know wich shit day today
4,is downloading new fonts again,is downloading new fonts again,downloading new fonts,download new font
4,i hate mondays but i love s schedule hello digg reel,i hate mondays but i love s schedule hello digg reel,hate mondays love schedule hello digg reel,hate monday love schedul hello digg reel
4,so what s so great bout your so called wonderful love life for god sake w a t e v a,so what s so great bout your so called wonderful love life for god sake w a t e v a,great bout called wonderful love life god sake,great bout call wonder love life god sake
4,yep nothing better,yep nothing better,yep nothing better,yep noth well
4,quot and i m packing your angry eyes just incase quot,quot and i m packing your angry eyes just incase quot,quot packing angry eyes incase quot,quot pack angri eye inca quot
4,gooooodnight i fully gave up on my english pride and prejudice love the movie hate the book,goodnight i fully gave up on my english pride and prejudice love the movie hate the book,goodnight fully gave english pride prejudice love movie hate book,goodnight fulli give english pride prejudic love movi hate book
4,well aren t you just the kindest people in the world unfortunately i have no such enquiries,well aren t you just the kindest people in the world unfortunately i have no such enquiries,well kindest people world unfortunately no enquiries,well kindest peopl world unfortun no enquiri
4,i was thinking there should be a thumbs down button for cry me a river,i was thinking there should be a thumbs down button for cry me a river,thinking thumbs button cry river,think thumb button cri river
4,tv is shite thank god for youtube,tv is shite thank god for youtube,tv shite thank god youtube,tv shite thank god youtub
4,i hate the bus any donations toward my car fund,i hate the bus any donations toward my car fund,hate bus donations toward car fund,hate bu donat toward car fund
4,have you been going to the trop for the last 5 years no more games for you,have you been going to the trop for the last  years no more games for you,going trop last years no games,go trop last year no game
4,i am so jealous,i am so jealous,jealous,jealou
4,i used to be but that was a while ago now your argument is pretty sound for a trolley pusher,i used to be but that was a while ago now your argument is pretty sound for a trolley pusher,used ago argument pretty sound trolley pusher,use ago argument pretti sound trolley pusher
4,i queue for cake standing up and with a slight look of deranged anticipation on my face,i queue for cake standing up and with a slight look of deranged anticipation on my face,queue cake standing slight look deranged anticipation face,queue cake stand slight look derang anticip face
4,thanks the elephants look magnificent this is what we miss due to stupid restrictions 3g pleease and cheap,thanks the elephants look magnificent this is what we miss due to stupid restrictions g pleease and cheap,thanks elephants look magnificent miss due stupid restrictions pleease cheap,thank eleph look magnific miss due stupid restrict pleeas cheap
4,yeahh idk if i like owen anymore though i kinda lost respect for him in an episode i recorded,yeahh idk if i like owen anymore though i kinda lost respect for him in an episode i recorded,yeahh idk like owen anymore though kinda lost respect episode recorded,yeahh idk like owen anymor though kinda lose respect episod record
4,i could have got you some from work and not paid more than r20 per 2l,i could have got you some from work and not paid more than r per l,could got work not paid per,could get work not paid per
4,monday funday wake up people and keep me awake please today is going to be a long one i can already feel it eww,monday funday wake up people and keep me awake please today is going to be a long one i can already feel it eww,monday funday wake people keep awake please today going long one already feel eww,monday funday wake peopl keep awak plea today go long one alreadi feel eww
4,i am going to be disgraced with myself for life if i don t make it in next year being a perfectionist sucks good luckkkk,i am going to be disgraced with myself for life if i don t make it in next year being a perfectionist sucks good luckk,going disgraced life make next year perfectionist sucks good luckk,go disgrac life make next year perfectionist suck good luckk
4,hello yourself enjoy london watch out for the hackneys they re mental,hello yourself enjoy london watch out for the hackneys they re mental,hello enjoy london watch hackneys mental,hello enjoy london watch hackney mental
4,fucken tired as fuck it s sunny good day deffff,fucken tired as fuck it s sunny good day deff,fucken tired fuck sunny good day deff,fucken tire fuck sunni good day deff
4,i wish i literally could fuck just about every nigga in the world ima nymph,i wish i literally could fuck just about every nigga in the world ima nymph,wish literally could fuck every nigga world ima nymph,wish liter could fuck everi nigga world ima nymph
4,his footy and getting krisnan inu back on the team also twitter get rid of the ridiculous character limit,his footy and getting krisnan inu back on the team also twitter get rid of the ridiculous character limit,footy getting krisnan inu back team also twitter get rid ridiculous character limit,footi get krisnan inu back team also twitter get rid ridicul charact limit
